Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
resolved,2646,low,email,product setup,1st line support,connor danielovitch,2023-07-18 07:16:47,2023-07-20 07:16:47,2023-07-18 08:16:47,2023-07-18 07:51:02.148,within sla,2023-07-18 22:09:06.354,within sla,2023-07-18 22:09:06.354,4.0,,custom software development,tier 1,germany,51.165691,10.451526
closed,2647,low,email,product setup,1st line support,kristos westoll,2023-07-18 17:01:00,2023-07-20 17:01:00,2023-07-18 18:01:00,2023-07-18 17:07:21.649,within sla,2023-07-20 20:34:56.739,sla violated,2023-07-22 15:14:44.089,2.0,2.0,ready to use software,tier 1,austria,47.6964719,13.3457347
in progress,2648,high,email,purchasing and invoicing,1st line support,kristos westoll,2023-07-18 04:21:06,2023-07-20 04:21:06,2023-07-18 05:21:06,2023-07-18 04:46:42.005,within sla,,sla violated,,2.0,,other,tier 1,italy,43.036776,12.678565
in progress,2649,low,email,other,2nd line support,adolpho messingham,2023-07-18 05:16:14,2023-07-20 05:16:14,2023-07-18 06:16:14,2023-07-18 05:29:30.573,within sla,,sla violated,,3.0,,custom software development,tier 2,italy,43.036776,12.678565
closed,2650,low,email,pricing and licensing,1st line support,nicola wane,2023-07-18 07:18:05,2023-07-20 07:18:05,2023-07-18 08:18:05,2023-07-18 07:47:46.075,within sla,2023-07-19 14:04:06.262,within sla,2023-07-20 06:09:41.840,3.0,5.0,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
in progress,2651,low,chat,product setup,1st line support,connor danielovitch,2023-07-19 20:24:58,2023-07-20 20:24:58,2023-07-19 20:26:58,2023-07-19 20:26:38.857,within sla,,sla violated,,2.0,,custom software development,tier 1,spain,39.67337,-4.767726
closed,2652,low,chat,purchasing and invoicing,1st line support,connor danielovitch,2023-07-19 03:50:42,2023-07-20 03:50:42,2023-07-19 03:52:42,2023-07-19 03:52:34.677,within sla,2023-07-21 19:59:26.007,sla violated,2023-07-22 12:39:31.439,6.0,3.0,other,tier 1,germany,51.165691,10.451526
closed,2653,high,chat,pricing and licensing,1st line support,bernard beckley,2023-07-19 00:38:21,2023-07-20 00:38:21,2023-07-19 00:40:21,2023-07-19 00:42:42.467,sla violated,2023-07-24 03:49:06.157,sla violated,2023-07-25 12:26:57.289,7.0,5.0,other,tier 1,austria,47.6964719,13.3457347
closed,2654,medium,chat,feature request,2nd line support,adolpho messingham,2023-07-19 04:58:14,2023-07-20 04:58:14,2023-07-19 05:00:14,2023-07-19 05:01:04.803,sla violated,2023-07-19 09:48:52.253,within sla,2023-07-20 05:53:23.879,3.0,3.0,custom software development,tier 2,italy,43.036776,12.678565
resolved,2655,high,email,product setup,1st line support,kristos westoll,2023-07-19 16:27:31,2023-07-21 16:27:31,2023-07-19 17:27:31,2023-07-19 16:44:24.136,within sla,2023-07-20 10:35:34.063,within sla,2023-07-20 10:35:34.063,10.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,2656,low,email,pricing and licensing,1st line support,sheela cutten,2023-07-19 01:55:33,2023-07-21 01:55:33,2023-07-19 02:55:33,2023-07-19 02:54:33.714,within sla,2023-07-20 22:30:47.656,within sla,2023-07-24 11:08:19.016,6.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,2657,high,chat,product setup,1st line support,bernard beckley,2023-07-19 11:40:11,2023-07-20 11:40:11,2023-07-19 11:42:11,2023-07-19 11:41:04.616,within sla,2023-07-21 09:43:27.771,sla violated,2023-07-21 14:06:29.524,2.0,5.0,ready to use software,tier 1,italy,43.036776,12.678565
resolved,2658,medium,chat,product setup,1st line support,bernard beckley,2023-07-19 07:01:23,2023-07-20 07:01:23,2023-07-19 07:03:23,2023-07-19 07:02:10.808,within sla,2023-07-19 11:02:59.172,within sla,2023-07-19 11:02:59.172,8.0,,ready to use software,tier 1,spain,39.67337,-4.767726
closed,2659,medium,chat,feature request,2nd line support,heather urry,2023-07-19 21:29:08,2023-07-20 21:29:08,2023-07-19 21:31:08,2023-07-19 21:30:48.257,within sla,2023-07-20 03:07:03.049,within sla,2023-07-23 11:52:20.897,9.0,4.0,ready to use software,tier 2,france,48.864716,2.349014
resolved,2660,low,chat,product setup,2nd line support,michele whyatt,2023-07-19 20:35:55,2023-07-20 20:35:55,2023-07-19 20:37:55,2023-07-19 20:37:08.372,within sla,2023-07-20 03:19:47.976,within sla,2023-07-20 03:19:47.976,9.0,,ready to use software,tier 2,spain,39.67337,-4.767726
closed,2661,low,email,product setup,2nd line support,michele whyatt,2023-07-19 10:17:32,2023-07-21 10:17:32,2023-07-19 11:17:32,2023-07-19 10:24:46.890,within sla,2023-07-20 20:43:40.382,within sla,2023-07-20 23:36:15.124,1.0,1.0,ready to use software,tier 2,poland,52.536273,19.050639
resolved,2662,low,chat,pricing and licensing,2nd line support,adolpho messingham,2023-07-20 05:38:45,2023-07-21 05:38:45,2023-07-20 05:40:45,2023-07-20 05:39:06.791,within sla,2023-07-21 04:17:45.754,within sla,2023-07-21 04:17:45.754,2.0,,ready to use software,tier 2,poland,52.536273,19.050639
closed,2663,low,email,training request,1st line support,bernard beckley,2023-07-20 09:57:06,2023-07-22 09:57:06,2023-07-20 10:57:06,2023-07-20 10:01:29.696,within sla,2023-07-24 08:53:58.098,sla violated,2023-07-25 06:09:06.983,1.0,3.0,training and consulting services,tier 1,france,48.864716,2.349014
resolved,2664,low,email,feature request,1st line support,sheela cutten,2023-07-20 07:52:58,2023-07-22 07:52:58,2023-07-20 08:52:58,2023-07-20 08:38:34.225,within sla,2023-07-20 19:28:56.308,within sla,2023-07-20 19:28:56.308,10.0,,ready to use software,tier 1,germany,51.165691,10.451526
resolved,2665,low,email,feature request,2nd line support,michele whyatt,2023-07-20 23:02:26,2023-07-22 23:02:26,2023-07-21 00:02:26,2023-07-20 23:37:51.825,within sla,2023-07-21 18:22:57.909,within sla,2023-07-21 18:22:57.909,6.0,,other,tier 2,poland,52.536273,19.050639
closed,2667,medium,email,pricing and licensing,2nd line support,heather urry,2023-07-20 00:51:47,2023-07-22 00:51:47,2023-07-20 01:51:47,2023-07-20 01:20:37.655,within sla,2023-07-20 12:00:49.700,within sla,2023-07-20 18:43:23.418,4.0,5.0,custom software development,tier 2,france,48.864716,2.349014
resolved,2669,medium,email,pricing and licensing,1st line support,connor danielovitch,2023-07-20 05:31:42,2023-07-22 05:31:42,2023-07-20 06:31:42,2023-07-20 11:05:20.094,sla violated,2023-07-20 10:37:32.682,within sla,2023-07-20 10:37:32.682,2.0,,custom software development,tier 1,germany,51.165691,10.451526
in progress,2670,medium,email,feature request,1st line support,kristos westoll,2023-07-20 08:29:44,2023-07-22 08:29:44,2023-07-20 09:29:44,2023-07-20 09:24:29.174,within sla,,sla violated,,6.0,,ready to use software,tier 1,poland,52.536273,19.050639
in progress,2671,low,chat,product setup,1st line support,kristos westoll,2023-07-20 10:48:21,2023-07-21 10:48:21,2023-07-20 10:50:21,2023-07-20 10:49:05.970,within sla,,sla violated,,4.0,,other,tier 1,greece,39.368279,21.863141
closed,2672,low,chat,product setup,1st line support,kristos westoll,2023-07-20 03:48:19,2023-07-21 03:48:19,2023-07-20 03:50:19,2023-07-20 03:50:13.498,within sla,2023-07-21 07:47:32.683,sla violated,2023-07-22 15:09:35.883,5.0,2.0,custom software development,tier 1,austria,47.6964719,13.3457347
resolved,2673,medium,email,pricing and licensing,2nd line support,heather urry,2023-07-20 15:35:25,2023-07-22 15:35:25,2023-07-20 16:35:25,2023-07-20 15:57:36.260,within sla,2023-07-20 20:15:07.064,within sla,2023-07-20 20:15:07.064,1.0,,ready to use software,tier 2,italy,43.036776,12.678565
resolved,2674,medium,email,other,1st line support,nicola wane,2023-07-21 17:17:52,2023-07-23 17:17:52,2023-07-21 18:17:52,2023-07-21 17:54:59.606,within sla,2023-07-23 07:02:34.146,within sla,2023-07-23 07:02:34.146,4.0,,training and consulting services,tier 1,greece,39.368279,21.863141
closed,2675,medium,chat,bug report,1st line support,nicola wane,2023-07-21 04:14:58,2023-07-22 04:14:58,2023-07-21 04:16:58,2023-07-21 04:16:00.845,within sla,2023-07-23 17:12:33.046,sla violated,2023-07-25 08:09:47.533,2.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639
resolved,2676,medium,email,product setup,1st line support,kristos westoll,2023-07-21 21:58:38,2023-07-23 21:58:38,2023-07-21 22:58:38,2023-07-21 22:25:47.941,within sla,2023-07-21 23:49:28.095,within sla,2023-07-21 23:49:28.095,3.0,,custom software development,tier 1,germany,51.165691,10.451526
resolved,2677,low,chat,feature request,2nd line support,adolpho messingham,2023-07-21 23:58:59,2023-07-22 23:58:59,2023-07-22 00:00:59,2023-07-22 00:04:42.063,sla violated,2023-07-22 22:48:29.863,within sla,2023-07-22 22:48:29.863,2.0,,other,tier 2,germany,51.165691,10.451526
closed,2678,medium,email,pricing and licensing,1st line support,nicola wane,2023-07-21 01:52:21,2023-07-23 01:52:21,2023-07-21 02:52:21,2023-07-21 02:37:43.499,within sla,2023-07-22 20:39:50.401,within sla,2023-07-27 18:24:43.971,2.0,5.0,other,tier 1,united kingdom,55.378052,-3.435973
resolved,2680,medium,chat,product setup,2nd line support,michele whyatt,2023-07-21 08:59:53,2023-07-22 08:59:53,2023-07-21 09:01:53,2023-07-21 09:00:17.246,within sla,2023-07-21 20:40:45.465,within sla,2023-07-21 20:40:45.465,9.0,,ready to use software,tier 2,czech republic,49.8037633,15.4749126
closed,2681,high,chat,product setup,1st line support,nicola wane,2023-07-22 09:55:59,2023-07-23 09:55:59,2023-07-22 09:57:59,2023-07-22 09:57:43.636,within sla,2023-07-27 00:14:54.297,sla violated,2023-07-28 16:18:59.707,4.0,4.0,custom software development,tier 1,germany,51.165691,10.451526
closed,2682,low,email,product setup,2nd line support,michele whyatt,2023-07-22 07:28:38,2023-07-24 07:28:38,2023-07-22 08:28:38,2023-07-22 08:10:22.879,within sla,2023-07-26 21:54:44.153,sla violated,2023-07-27 08:11:42.380,1.0,2.0,ready to use software,tier 2,greece,39.368279,21.863141
closed,2683,low,chat,feature request,1st line support,sheela cutten,2023-07-22 02:02:02,2023-07-23 02:02:02,2023-07-22 02:04:02,2023-07-22 02:02:14.021,within sla,2023-07-22 16:46:19.368,within sla,2023-07-24 06:55:14.582,9.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,2694,medium,chat,product setup,1st line support,kristos westoll,2023-07-23 08:50:08,2023-07-24 08:50:08,2023-07-23 08:52:08,2023-07-23 08:50:40.757,within sla,2023-07-23 22:33:01.583,within sla,2023-07-24 18:50:43.901,2.0,5.0,ready to use software,tier 1,italy,43.036776,12.678565
in progress,2695,medium,chat,product setup,1st line support,nicola wane,2023-07-23 03:45:32,2023-07-24 03:45:32,2023-07-23 03:47:32,2023-07-23 03:45:39.814,within sla,,sla violated,,5.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
resolved,2696,low,email,bug report,2nd line support,heather urry,2023-07-23 22:55:17,2023-07-25 22:55:17,2023-07-23 23:55:17,2023-07-23 23:21:52.848,within sla,2023-07-24 09:28:53.303,within sla,2023-07-24 09:28:53.303,10.0,,other,tier 2,czech republic,49.8037633,15.4749126
closed,2697,high,email,product setup,1st line support,sheela cutten,2023-07-24 20:47:04,2023-07-26 20:47:04,2023-07-24 21:47:04,2023-07-24 21:23:03.852,within sla,2023-07-25 15:24:37.442,within sla,2023-07-29 11:21:46.762,1.0,4.0,ready to use software,tier 1,italy,43.036776,12.678565
resolved,2698,medium,email,other,1st line support,connor danielovitch,2023-07-24 23:11:01,2023-07-26 23:11:01,2023-07-25 00:11:01,2023-07-24 23:57:15.895,within sla,2023-07-26 09:41:59.053,within sla,2023-07-26 09:41:59.053,6.0,,custom software development,tier 1,bulgaria,42.7249925,25.4833039
in progress,2699,medium,phone,purchasing and invoicing,1st line support,nicola wane,2023-07-24 08:12:56,2023-07-26 08:12:56,2023-07-24 08:14:56,2023-07-24 08:13:05.096,within sla,,sla violated,,3.0,,other,tier 1,greece,39.368279,21.863141
in progress,2700,medium,chat,product setup,1st line support,kristos westoll,2023-07-24 05:12:30,2023-07-25 05:12:30,2023-07-24 05:14:30,2023-07-24 05:14:07.567,within sla,,sla violated,,6.0,,other,tier 1,italy,43.036776,12.678565
closed,2701,high,email,product setup,1st line support,sheela cutten,2023-07-24 22:56:30,2023-07-26 22:56:30,2023-07-24 23:56:30,2023-07-24 23:42:23.913,within sla,2023-07-25 10:40:05.932,within sla,2023-07-26 07:24:06.003,4.0,4.0,custom software development,tier 1,poland,52.536273,19.050639
closed,2702,low,chat,purchasing and invoicing,1st line support,nicola wane,2023-07-24 06:35:05,2023-07-25 06:35:05,2023-07-24 06:37:05,2023-07-24 06:35:25.699,within sla,2023-07-29 20:10:32.781,sla violated,2023-07-31 12:35:35.725,2.0,4.0,ready to use software,tier 1,germany,51.165691,10.451526
closed,2703,medium,chat,purchasing and invoicing,2nd line support,heather urry,2023-07-24 05:17:06,2023-07-25 05:17:06,2023-07-24 05:19:06,2023-07-24 05:17:12.352,within sla,2023-07-28 22:09:28.293,sla violated,2023-07-30 09:21:17.362,4.0,1.0,ready to use software,tier 2,slovenia,46.1491664,14.9860106
closed,2704,low,email,purchasing and invoicing,1st line support,nicola wane,2023-07-24 19:22:39,2023-07-26 19:22:39,2023-07-24 20:22:39,2023-07-24 20:13:09.198,within sla,2023-07-26 10:18:25.808,within sla,2023-07-30 21:21:00.096,10.0,5.0,other,tier 1,czech republic,49.8037633,15.4749126
closed,2705,high,email,feature request,2nd line support,heather urry,2023-07-25 19:01:01,2023-07-27 19:01:01,2023-07-25 20:01:01,2023-07-25 19:52:42.365,within sla,2023-07-26 02:17:23.295,within sla,2023-07-27 10:50:00.729,1.0,5.0,ready to use software,tier 2,poland,52.536273,19.050639
in progress,2706,medium,phone,pricing and licensing,1st line support,bernard beckley,2023-07-25 05:19:24,2023-07-27 05:19:24,2023-07-25 05:21:24,2023-07-25 05:20:05.561,within sla,,sla violated,,5.0,,ready to use software,tier 1,poland,52.536273,19.050639
in progress,2707,high,chat,other,1st line support,nicola wane,2023-07-25 08:24:38,2023-07-26 08:24:38,2023-07-25 08:26:38,2023-07-25 08:24:49.155,within sla,,sla violated,,5.0,,custom software development,tier 1,spain,39.67337,-4.767726
resolved,2708,medium,chat,feature request,1st line support,connor danielovitch,2023-07-25 10:09:51,2023-07-26 10:09:51,2023-07-25 10:11:51,2023-07-25 10:11:08.675,within sla,2023-07-31 03:44:38.856,sla violated,2023-07-31 03:44:38.856,8.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
resolved,2709,medium,email,purchasing and invoicing,1st line support,sheela cutten,2023-07-25 12:41:56,2023-07-27 12:41:56,2023-07-25 13:41:56,2023-07-25 13:13:22.560,within sla,2023-07-26 20:54:09.899,within sla,2023-07-26 20:54:09.899,5.0,,ready to use software,tier 1,germany,51.165691,10.451526
closed,2710,low,chat,bug report,1st line support,sheela cutten,2023-07-25 16:03:58,2023-07-26 16:03:58,2023-07-25 16:05:58,2023-07-25 16:05:28.467,within sla,2023-07-25 17:00:31.693,within sla,2023-08-01 03:45:53.717,2.0,3.0,ready to use software,tier 1,germany,51.165691,10.451526
closed,2711,medium,chat,training request,1st line support,kristos westoll,2023-07-25 22:00:01,2023-07-26 22:00:01,2023-07-25 22:02:01,2023-07-25 22:01:38.990,within sla,2023-07-26 20:00:15.818,within sla,2023-08-01 00:43:54.363,5.0,1.0,training and consulting services,tier 1,united kingdom,55.378052,-3.435973
closed,2712,medium,phone,pricing and licensing,2nd line support,heather urry,2023-07-26 05:17:19,2023-07-28 05:17:19,2023-07-26 05:19:19,2023-07-26 05:20:38.622,sla violated,2023-07-29 20:15:44.926,sla violated,2023-07-30 16:43:46.520,1.0,5.0,ready to use software,tier 2,slovenia,46.1491664,14.9860106
resolved,2713,low,chat,other,1st line support,bernard beckley,2023-07-26 17:48:10,2023-07-27 17:48:10,2023-07-26 17:50:10,2023-07-26 17:49:01.197,within sla,2023-07-27 16:00:45.455,within sla,2023-07-27 16:00:45.455,9.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106
in progress,2714,medium,email,pricing and licensing,1st line support,nicola wane,2023-07-26 17:37:56,2023-07-28 17:37:56,2023-07-26 18:37:56,2023-07-26 18:36:14.635,within sla,,sla violated,,6.0,,training and consulting services,tier 1,united kingdom,55.378052,-3.435973
closed,2715,low,chat,pricing and licensing,1st line support,nicola wane,2023-07-26 11:56:52,2023-07-27 11:56:52,2023-07-26 11:58:52,2023-07-26 11:59:02.864,sla violated,2023-07-27 11:38:29.769,within sla,2023-07-28 15:06:53.101,2.0,5.0,other,tier 1,germany,51.165691,10.451526
in progress,2716,low,email,product setup,1st line support,bernard beckley,2023-07-26 06:23:09,2023-07-28 06:23:09,2023-07-26 07:23:09,2023-07-26 06:28:24.497,within sla,,sla violated,,3.0,,training and consulting services,tier 1,poland,52.536273,19.050639
closed,2717,low,email,product setup,2nd line support,heather urry,2023-07-26 10:12:34,2023-07-28 10:12:34,2023-07-26 11:12:34,2023-07-26 10:57:29.849,within sla,2023-07-26 17:06:47.541,within sla,2023-07-27 21:29:49.942,2.0,3.0,custom software development,tier 2,united kingdom,55.378052,-3.435973
resolved,2718,medium,email,purchasing and invoicing,1st line support,sheela cutten,2023-07-26 10:23:04,2023-07-28 10:23:04,2023-07-26 11:23:04,2023-07-26 11:22:52.168,within sla,2023-07-31 23:26:34.594,sla violated,2023-07-31 23:26:34.594,1.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
in progress,2719,low,email,purchasing and invoicing,2nd line support,heather urry,2023-07-26 14:24:32,2023-07-28 14:24:32,2023-07-26 15:24:32,2023-07-26 14:48:57.009,within sla,,sla violated,,1.0,,custom software development,tier 2,spain,39.67337,-4.767726
resolved,2720,medium,email,product setup,1st line support,nicola wane,2023-07-27 12:52:28,2023-07-29 12:52:28,2023-07-27 13:52:28,2023-07-27 13:48:22.002,within sla,2023-07-27 13:13:19.727,within sla,2023-07-27 13:13:19.727,1.0,,ready to use software,tier 1,greece,39.368279,21.863141
closed,2721,low,phone,product setup,1st line support,sheela cutten,2023-07-27 17:15:18,2023-07-29 17:15:18,2023-07-27 17:17:18,2023-07-27 17:15:21.325,within sla,2023-07-29 08:12:01.916,within sla,2023-08-01 10:58:28.683,4.0,2.0,custom software development,tier 1,bulgaria,42.7249925,25.4833039
closed,2722,low,chat,training request,1st line support,connor danielovitch,2023-07-27 22:45:55,2023-07-28 22:45:55,2023-07-27 22:47:55,2023-07-27 22:50:25.027,sla violated,2023-07-27 22:49:53.217,within sla,2023-08-01 14:52:59.467,5.0,4.0,training and consulting services,tier 1,poland,52.536273,19.050639
resolved,2723,medium,email,bug report,1st line support,sheela cutten,2023-07-27 21:40:02,2023-07-29 21:40:02,2023-07-27 22:40:02,2023-07-27 21:57:35.671,within sla,2023-07-28 14:02:17.499,within sla,2023-07-28 14:02:17.499,1.0,,training and consulting services,tier 1,italy,43.036776,12.678565
closed,2724,high,chat,pricing and licensing,1st line support,nicola wane,2023-07-27 01:06:34,2023-07-28 01:06:34,2023-07-27 01:08:34,2023-07-27 01:07:55.881,within sla,2023-07-27 23:58:59.728,within sla,2023-08-02 11:04:47.352,6.0,3.0,custom software development,tier 1,italy,43.036776,12.678565
resolved,2725,low,email,feature request,1st line support,sheela cutten,2023-07-28 10:17:18,2023-07-30 10:17:18,2023-07-28 11:17:18,2023-07-28 10:19:22.767,within sla,2023-08-01 23:24:17.075,sla violated,2023-08-01 23:24:17.075,3.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,2726,high,email,product setup,1st line support,sheela cutten,2023-07-28 16:21:54,2023-07-30 16:21:54,2023-07-28 17:21:54,2023-07-28 16:34:34.101,within sla,2023-07-29 16:38:43.133,within sla,2023-08-04 04:24:01.624,8.0,5.0,custom software development,tier 1,germany,51.165691,10.451526
resolved,2728,low,email,product setup,1st line support,nicola wane,2023-07-28 04:55:49,2023-07-30 04:55:49,2023-07-28 05:55:49,2023-07-28 09:10:04.782,sla violated,2023-07-29 18:39:10.557,within sla,2023-07-29 18:39:10.557,8.0,,custom software development,tier 1,france,48.864716,2.349014
closed,2729,medium,chat,feature request,1st line support,connor danielovitch,2023-07-28 05:07:43,2023-07-29 05:07:43,2023-07-28 05:09:43,2023-07-28 05:08:56.051,within sla,2023-08-02 19:57:03.182,sla violated,2023-08-03 10:05:50.724,5.0,3.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
resolved,2730,low,chat,purchasing and invoicing,1st line support,kristos westoll,2023-07-28 03:03:13,2023-07-29 03:03:13,2023-07-28 03:05:13,2023-07-28 03:05:09.108,within sla,2023-07-28 16:24:57.013,within sla,2023-07-28 16:24:57.013,6.0,,other,tier 1,france,48.864716,2.349014
resolved,2731,high,email,purchasing and invoicing,1st line support,kristos westoll,2023-07-29 16:35:02,2023-07-31 16:35:02,2023-07-29 17:35:02,2023-07-29 16:48:55.695,within sla,2023-07-30 17:23:45.849,within sla,2023-07-30 17:23:45.849,3.0,,ready to use software,tier 1,italy,43.036776,12.678565
closed,2732,medium,email,pricing and licensing,1st line support,nicola wane,2023-07-29 16:26:33,2023-07-31 16:26:33,2023-07-29 17:26:33,2023-07-29 16:39:43.478,within sla,2023-07-31 10:53:59.484,within sla,2023-08-05 00:10:26.338,5.0,5.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675
closed,2734,low,chat,other,1st line support,bernard beckley,2023-07-29 12:07:53,2023-07-30 12:07:53,2023-07-29 12:09:53,2023-07-29 12:08:16.305,within sla,2023-07-29 19:34:41.951,within sla,2023-07-31 09:08:28.120,6.0,4.0,other,tier 1,slovenia,46.1491664,14.9860106
resolved,2746,high,chat,other,1st line support,bernard beckley,2023-07-30 00:43:24,2023-07-31 00:43:24,2023-07-30 00:45:24,2023-07-30 00:44:17.935,within sla,2023-07-30 07:47:26.745,within sla,2023-07-30 07:47:26.745,5.0,,other,tier 1,france,48.864716,2.349014
closed,2748,low,email,other,1st line support,sheela cutten,2023-07-30 21:40:00,2023-08-01 21:40:00,2023-07-30 22:40:00,2023-07-30 21:51:19.292,within sla,2023-07-30 23:00:35.048,within sla,2023-08-02 09:24:01.615,3.0,1.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
closed,2749,low,email,bug report,1st line support,kristos westoll,2023-07-30 11:52:27,2023-08-01 11:52:27,2023-07-30 12:52:27,2023-07-30 12:10:04.880,within sla,2023-07-31 04:41:33.502,within sla,2023-08-01 09:58:15.563,1.0,4.0,custom software development,tier 1,slovenia,46.1491664,14.9860106
in progress,2750,medium,email,product setup,2nd line support,michele whyatt,2023-07-31 21:21:00,2023-08-02 21:21:00,2023-07-31 22:21:00,2023-08-01 03:51:41.674,sla violated,,sla violated,,7.0,,other,tier 2,slovenia,46.1491664,14.9860106
resolved,2751,medium,chat,pricing and licensing,1st line support,nicola wane,2023-07-31 00:14:49,2023-08-01 00:14:49,2023-07-31 00:16:49,2023-07-31 00:14:54.937,within sla,2023-08-01 11:36:11.735,sla violated,2023-08-01 11:36:11.735,6.0,,custom software development,tier 1,czech republic,49.8037633,15.4749126
closed,2752,high,chat,training request,1st line support,connor danielovitch,2023-07-31 09:46:25,2023-08-01 09:46:25,2023-07-31 09:48:25,2023-07-31 09:47:53.601,within sla,2023-08-01 05:09:43.047,within sla,2023-08-01 21:43:01.374,6.0,4.0,training and consulting services,tier 1,slovenia,46.1491664,14.9860106
resolved,2753,low,chat,product setup,1st line support,connor danielovitch,2023-07-31 19:50:06,2023-08-01 19:50:06,2023-07-31 19:52:06,2023-07-31 19:53:50.682,sla violated,2023-08-01 11:07:04.826,within sla,2023-08-01 11:07:04.826,9.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,2754,medium,email,product setup,2nd line support,heather urry,2023-07-31 04:29:20,2023-08-02 04:29:20,2023-07-31 05:29:20,2023-07-31 04:39:49.607,within sla,2023-07-31 07:46:08.718,within sla,2023-07-31 20:57:22.721,6.0,4.0,custom software development,tier 2,spain,39.67337,-4.767726
closed,2755,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-07-31 19:38:58,2023-08-02 19:38:58,2023-07-31 20:38:58,2023-07-31 20:21:20.308,within sla,2023-08-01 18:05:10.763,within sla,2023-08-07 08:46:49.823,1.0,4.0,ready to use software,tier 1,austria,47.6964719,13.3457347
closed,2756,high,email,product setup,1st line support,nicola wane,2023-07-31 15:54:19,2023-08-02 15:54:19,2023-07-31 16:54:19,2023-07-31 16:49:59.126,within sla,2023-08-02 05:37:52.081,within sla,2023-08-06 09:21:19.358,3.0,3.0,training and consulting services,tier 1,greece,39.368279,21.863141
closed,2757,medium,chat,other,1st line support,bernard beckley,2023-07-31 15:07:17,2023-08-01 15:07:17,2023-07-31 15:09:17,2023-07-31 15:07:33.363,within sla,2023-08-01 00:32:00.147,within sla,2023-08-04 06:55:42.654,2.0,2.0,custom software development,tier 1,germany,51.165691,10.451526
closed,2758,low,chat,pricing and licensing,1st line support,kristos westoll,2023-07-31 19:18:02,2023-08-01 19:18:02,2023-07-31 19:20:02,2023-07-31 19:19:36.295,within sla,2023-08-01 18:03:27.557,within sla,2023-08-02 02:48:03.850,2.0,2.0,ready to use software,tier 1,poland,52.536273,19.050639
resolved,2759,low,email,bug report,1st line support,nicola wane,2023-07-31 18:58:53,2023-08-02 18:58:53,2023-07-31 19:58:53,2023-07-31 19:18:24.522,within sla,2023-08-01 13:01:45.621,within sla,2023-08-01 13:01:45.621,8.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,2760,medium,chat,pricing and licensing,1st line support,sheela cutten,2023-07-31 08:56:35,2023-08-01 08:56:35,2023-07-31 08:58:35,2023-07-31 08:57:35.414,within sla,2023-08-02 03:55:12.449,sla violated,2023-08-02 14:00:27.609,6.0,5.0,ready to use software,tier 1,poland,52.536273,19.050639
closed,2761,low,email,purchasing and invoicing,1st line support,connor danielovitch,2023-07-31 09:43:34,2023-08-02 09:43:34,2023-07-31 10:43:34,2023-07-31 09:47:04.546,within sla,2023-08-01 11:59:09.223,within sla,2023-08-02 10:35:33.322,8.0,4.0,other,tier 1,bulgaria,42.7249925,25.4833039
closed,2762,low,chat,feature request,1st line support,nicola wane,2023-08-01 04:34:57,2023-08-02 04:34:57,2023-08-01 04:36:57,2023-08-01 04:36:13.383,within sla,2023-08-02 01:36:45.220,within sla,2023-08-07 05:34:59.036,2.0,5.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
resolved,2763,medium,chat,feature request,2nd line support,heather urry,2023-08-01 15:29:12,2023-08-02 15:29:12,2023-08-01 15:31:12,2023-08-01 15:30:56.344,within sla,2023-08-01 21:25:57.481,within sla,2023-08-01 21:25:57.481,7.0,,other,tier 2,poland,52.536273,19.050639
resolved,2764,low,email,product setup,1st line support,nicola wane,2023-08-01 20:01:50,2023-08-03 20:01:50,2023-08-01 21:01:50,2023-08-01 20:45:23.654,within sla,2023-08-02 00:09:18.521,within sla,2023-08-02 00:09:18.521,1.0,,other,tier 1,france,48.864716,2.349014
in progress,2765,high,email,product setup,1st line support,nicola wane,2023-08-01 11:55:41,2023-08-03 11:55:41,2023-08-01 12:55:41,2023-08-01 11:59:10.867,within sla,,sla violated,,1.0,,other,tier 1,italy,43.036776,12.678565
resolved,2766,low,email,pricing and licensing,1st line support,bernard beckley,2023-08-01 03:21:52,2023-08-03 03:21:52,2023-08-01 04:21:52,2023-08-01 04:08:42.790,within sla,2023-08-01 04:27:42.556,within sla,2023-08-01 04:27:42.556,4.0,,custom software development,tier 1,greece,39.368279,21.863141
