Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Actual_First_Response_Duration,Actual_First_Response_Duration_Minutes,Actual_Resolution_Duration,Actual_Resolution_Duration_Minutes,Actual_Ticket_Lifecycle_Duration,Actual_Ticket_Lifecycle_Duration_Minutes,Created_Day_of_Week_Num,Created_Day_of_Week_Name,Created_Hour_of_Day,Created_Month_Num,Created_Month_Name,Created_Year,FirstResponse_Day_of_Week_Name,FirstResponse_Hour_of_Day,Resolution_Day_of_Week_Name,Resolution_Hour_of_Day,First_Response_SLA_Met,Resolution_SLA_Met
closed,2244,high,chat,feature request,2nd line support,heather urry,2023-06-01 23:48:05,2023-06-02 23:48:05,2023-06-01 23:50:05,2023-06-01 23:49:07.844,within sla,2023-06-02 18:18:03.994,within sla,2023-06-06 07:24:09.657,3.0,3.0,ready to use software,tier 2,poland,52.536273,19.050639,0 days 00:01:02.844000,1.0474,0 days 18:29:58.994000,1109.9832333333334,4 days 07:36:04.657000,6216.0776166666665,3,Thursday,23,6,June,2023,Thursday,23.0,Friday,18.0,1,1
in progress,2245,high,chat,product setup,1st line support,bernard beckley,2023-06-01 17:36:29,2023-06-02 17:36:29,2023-06-01 17:38:29,2023-06-01 17:36:59.945,within sla,,sla violated,,6.0,,other,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:00:30.945000,0.51575,,,,,3,Thursday,17,6,June,2023,Thursday,17.0,,,1,0
in progress,2246,low,chat,feature request,1st line support,connor danielovitch,2023-06-02 15:45:26,2023-06-03 15:45:26,2023-06-02 15:47:26,2023-06-02 15:47:12.962,within sla,,sla violated,,4.0,,other,tier 1,slovenia,46.1491664,14.9860106,0 days 00:01:46.962000,1.7827,,,,,4,Friday,15,6,June,2023,Friday,15.0,,,1,0
resolved,2247,low,phone,purchasing and invoicing,1st line support,nicola wane,2023-06-02 00:48:15,2023-06-04 00:48:15,2023-06-02 00:50:15,2023-06-02 00:49:56.451,within sla,2023-06-03 14:05:54.093,within sla,2023-06-03 14:05:54.093,1.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:01:41.451000,1.69085,1 days 13:17:39.093000,2237.65155,1 days 13:17:39.093000,2237.65155,4,Friday,0,6,June,2023,Friday,0.0,Saturday,14.0,1,1
in progress,2248,low,phone,product setup,2nd line support,adolpho messingham,2023-06-02 16:43:08,2023-06-04 16:43:08,2023-06-02 16:45:08,2023-06-02 16:46:46.245,sla violated,,sla violated,,3.0,,ready to use software,tier 2,republic of ireland,53.094024,-8.019675,0 days 00:03:38.245000,3.6374166666666663,,,,,4,Friday,16,6,June,2023,Friday,16.0,,,0,0
closed,2249,low,chat,pricing and licensing,1st line support,connor danielovitch,2023-06-02 17:57:50,2023-06-03 17:57:50,2023-06-02 17:59:50,2023-06-02 17:57:51.905,within sla,2023-06-05 21:53:17.242,sla violated,2023-06-06 03:42:17.913,3.0,5.0,other,tier 1,germany,51.165691,10.451526,0 days 00:00:01.905000,0.03175,3 days 03:55:27.242000,4555.454033333333,3 days 09:44:27.913000,4904.4652166666665,4,Friday,17,6,June,2023,Friday,17.0,Monday,21.0,1,0
closed,2250,low,chat,purchasing and invoicing,1st line support,kristos westoll,2023-06-02 03:33:53,2023-06-03 03:33:53,2023-06-02 03:35:53,2023-06-02 03:34:01.670,within sla,2023-06-06 09:54:33.874,sla violated,2023-06-07 04:57:13.459,3.0,5.0,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:00:08.670000,0.1445,4 days 06:20:40.874000,6140.681233333334,5 days 01:23:20.459000,7283.340983333333,4,Friday,3,6,June,2023,Friday,3.0,Tuesday,9.0,1,0
closed,2251,low,email,purchasing and invoicing,2nd line support,michele whyatt,2023-06-02 11:24:06,2023-06-04 11:24:06,2023-06-02 12:24:06,2023-06-02 11:33:05.889,within sla,2023-06-04 00:02:10.209,within sla,2023-06-07 17:29:48.937,1.0,2.0,custom software development,tier 2,czech republic,49.8037633,15.4749126,0 days 00:08:59.889000,8.99815,1 days 12:38:04.209000,2198.07015,5 days 06:05:42.937000,7565.715616666666,4,Friday,11,6,June,2023,Friday,11.0,Sunday,0.0,1,1
resolved,2252,low,email,product setup,1st line support,bernard beckley,2023-06-03 09:56:16,2023-06-05 09:56:16,2023-06-03 10:56:16,2023-06-03 10:54:22.606,within sla,2023-06-05 05:58:07.237,within sla,2023-06-05 05:58:07.237,10.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:58:06.606000,58.1101,1 days 20:01:51.237000,2641.85395,1 days 20:01:51.237000,2641.85395,5,Saturday,9,6,June,2023,Saturday,10.0,Monday,5.0,1,1
closed,2253,medium,chat,pricing and licensing,1st line support,bernard beckley,2023-06-03 10:52:50,2023-06-04 10:52:50,2023-06-03 10:54:50,2023-06-03 10:52:59.250,within sla,2023-06-03 12:12:05.978,within sla,2023-06-07 23:17:28.213,8.0,4.0,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:00:09.250000,0.1541666666666666,0 days 01:19:15.978000,79.2663,4 days 12:24:38.213000,6504.636883333334,5,Saturday,10,6,June,2023,Saturday,10.0,Saturday,12.0,1,1
resolved,2254,low,chat,bug report,1st line support,sheela cutten,2023-06-03 00:48:39,2023-06-04 00:48:39,2023-06-03 00:50:39,2023-06-03 00:53:21.064,sla violated,2023-06-03 13:44:11.298,within sla,2023-06-03 13:44:11.298,4.0,,training and consulting services,tier 1,poland,52.536273,19.050639,0 days 00:04:42.064000,4.701066666666667,0 days 12:55:32.298000,775.5383,0 days 12:55:32.298000,775.5383,5,Saturday,0,6,June,2023,Saturday,0.0,Saturday,13.0,0,1
resolved,2255,low,chat,feature request,1st line support,bernard beckley,2023-06-03 05:01:48,2023-06-04 05:01:48,2023-06-03 05:03:48,2023-06-03 05:01:50.795,within sla,2023-06-04 01:34:16.396,within sla,2023-06-04 01:34:16.396,5.0,,ready to use software,tier 1,france,48.864716,2.349014,0 days 00:00:02.795000,0.0465833333333333,0 days 20:32:28.396000,1232.4732666666666,0 days 20:32:28.396000,1232.4732666666666,5,Saturday,5,6,June,2023,Saturday,5.0,Sunday,1.0,1,1
closed,2267,low,email,pricing and licensing,1st line support,connor danielovitch,2023-06-04 05:31:08,2023-06-06 05:31:08,2023-06-04 06:31:08,2023-06-04 05:48:28.262,within sla,2023-06-04 12:44:12.290,within sla,2023-06-07 16:20:44.286,9.0,5.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:17:20.262000,17.337699999999998,0 days 07:13:04.290000,433.0715,3 days 10:49:36.286000,4969.604766666667,6,Sunday,5,6,June,2023,Sunday,5.0,Sunday,12.0,1,1
closed,2268,medium,email,other,1st line support,sheela cutten,2023-06-04 18:21:52,2023-06-06 18:21:52,2023-06-04 19:21:52,2023-06-04 18:49:40.552,within sla,2023-06-06 13:09:17.950,within sla,2023-06-08 04:11:09.489,2.0,2.0,other,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:27:48.552000,27.8092,1 days 18:47:25.950000,2567.4325000000003,3 days 09:49:17.489000,4909.291483333333,6,Sunday,18,6,June,2023,Sunday,18.0,Tuesday,13.0,1,1
closed,2269,medium,email,product setup,1st line support,connor danielovitch,2023-06-04 12:39:07,2023-06-06 12:39:07,2023-06-04 13:39:07,2023-06-04 13:20:02.461,within sla,2023-06-05 14:27:56.824,within sla,2023-06-06 16:24:21.224,2.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:40:55.461000,40.92435,1 days 01:48:49.824000,1548.8303999999998,2 days 03:45:14.224000,3105.2370666666666,6,Sunday,12,6,June,2023,Sunday,13.0,Monday,14.0,1,1
closed,2270,low,email,pricing and licensing,1st line support,nicola wane,2023-06-05 16:13:03,2023-06-07 16:13:03,2023-06-05 17:13:03,2023-06-05 16:51:13.981,within sla,2023-06-06 00:13:30.431,within sla,2023-06-08 03:47:15.852,10.0,1.0,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:38:10.981000,38.18301666666667,0 days 08:00:27.431000,480.4571833333333,2 days 11:34:12.852000,3574.2142000000003,0,Monday,16,6,June,2023,Monday,16.0,Tuesday,0.0,1,1
resolved,2271,low,chat,purchasing and invoicing,1st line support,kristos westoll,2023-06-05 07:21:15,2023-06-06 07:21:15,2023-06-05 07:23:15,2023-06-05 07:26:18.842,sla violated,2023-06-10 05:24:56.300,sla violated,2023-06-10 05:24:56.300,4.0,,ready to use software,tier 1,greece,39.368279,21.863141,0 days 00:05:03.842000,5.064033333333333,4 days 22:03:41.300000,7083.6883333333335,4 days 22:03:41.300000,7083.6883333333335,0,Monday,7,6,June,2023,Monday,7.0,Saturday,5.0,0,0
closed,2272,low,email,product setup,1st line support,connor danielovitch,2023-06-05 10:43:50,2023-06-07 10:43:50,2023-06-05 11:43:50,2023-06-05 11:24:19.454,within sla,2023-06-07 12:00:40.983,sla violated,2023-06-08 08:57:18.250,3.0,5.0,other,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:40:29.454000,40.4909,2 days 01:16:50.983000,2956.8497166666666,2 days 22:13:28.250000,4213.470833333334,0,Monday,10,6,June,2023,Monday,11.0,Wednesday,12.0,1,0
closed,2273,medium,chat,pricing and licensing,1st line support,connor danielovitch,2023-06-05 03:19:23,2023-06-06 03:19:23,2023-06-05 03:21:23,2023-06-05 03:20:14.310,within sla,2023-06-05 10:25:09.907,within sla,2023-06-08 05:15:25.467,5.0,3.0,training and consulting services,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:51.310000,0.8551666666666667,0 days 07:05:46.907000,425.7817833333333,3 days 01:56:02.467000,4436.041116666666,0,Monday,3,6,June,2023,Monday,3.0,Monday,10.0,1,1
closed,2274,low,email,purchasing and invoicing,2nd line support,adolpho messingham,2023-06-05 04:41:14,2023-06-07 04:41:14,2023-06-05 05:41:14,2023-06-05 04:53:29.991,within sla,2023-06-06 22:59:56.317,within sla,2023-06-09 15:39:17.244,1.0,1.0,other,tier 2,slovenia,46.1491664,14.9860106,0 days 00:12:15.991000,12.266516666666666,1 days 18:18:42.317000,2538.7052833333337,4 days 10:58:03.244000,6418.054066666667,0,Monday,4,6,June,2023,Monday,4.0,Tuesday,22.0,1,1
resolved,2275,low,chat,bug report,1st line support,kristos westoll,2023-06-05 05:03:31,2023-06-06 05:03:31,2023-06-05 05:05:31,2023-06-05 05:04:46.437,within sla,2023-06-05 23:44:40.533,within sla,2023-06-05 23:44:40.533,6.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106,0 days 00:01:15.437000,1.2572833333333333,0 days 18:41:09.533000,1121.1588833333333,0 days 18:41:09.533000,1121.1588833333333,0,Monday,5,6,June,2023,Monday,5.0,Monday,23.0,1,1
in progress,2276,medium,chat,purchasing and invoicing,1st line support,bernard beckley,2023-06-05 09:11:50,2023-06-06 09:11:50,2023-06-05 09:13:50,2023-06-05 09:13:13.955,within sla,,sla violated,,6.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:01:23.955000,1.39925,,,,,0,Monday,9,6,June,2023,Monday,9.0,,,1,0
closed,2277,medium,chat,product setup,1st line support,nicola wane,2023-06-05 01:52:10,2023-06-06 01:52:10,2023-06-05 01:54:10,2023-06-05 01:54:07.472,within sla,2023-06-08 16:01:22.620,sla violated,2023-06-09 06:44:46.512,6.0,3.0,ready to use software,tier 1,austria,47.6964719,13.3457347,0 days 00:01:57.472000,1.9578666666666664,3 days 14:09:12.620000,5169.210333333333,4 days 04:52:36.512000,6052.608533333333,0,Monday,1,6,June,2023,Monday,1.0,Thursday,16.0,1,0
closed,2278,medium,email,purchasing and invoicing,1st line support,sheela cutten,2023-06-06 14:36:33,2023-06-08 14:36:33,2023-06-06 15:36:33,2023-06-06 15:05:14.012,within sla,2023-06-06 15:35:24.215,within sla,2023-06-09 08:15:06.293,2.0,5.0,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:28:41.012000,28.683533333333333,0 days 00:58:51.215000,58.85358333333333,2 days 17:38:33.293000,3938.554883333333,1,Tuesday,14,6,June,2023,Tuesday,15.0,Tuesday,15.0,1,1
closed,2279,low,email,other,1st line support,sheela cutten,2023-06-06 01:49:25,2023-06-08 01:49:25,2023-06-06 02:49:25,2023-06-06 02:31:18.018,within sla,2023-06-06 13:23:41.355,within sla,2023-06-10 19:47:38.793,7.0,4.0,training and consulting services,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:41:53.018000,41.883633333333336,0 days 11:34:16.355000,694.2725833333334,4 days 17:58:13.793000,6838.229883333333,1,Tuesday,1,6,June,2023,Tuesday,2.0,Tuesday,13.0,1,1
closed,2280,low,email,purchasing and invoicing,1st line support,kristos westoll,2023-06-06 00:04:57,2023-06-08 00:04:57,2023-06-06 01:04:57,2023-06-06 00:59:37.429,within sla,2023-06-06 09:35:54.523,within sla,2023-06-09 06:23:04.326,6.0,5.0,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:54:40.429000,54.67381666666667,0 days 09:30:57.523000,570.9587166666666,3 days 06:18:07.326000,4698.1221,1,Tuesday,0,6,June,2023,Tuesday,0.0,Tuesday,9.0,1,1
closed,2281,medium,email,purchasing and invoicing,1st line support,nicola wane,2023-06-06 11:24:39,2023-06-08 11:24:39,2023-06-06 12:24:39,2023-06-06 12:08:10.475,within sla,2023-06-11 04:04:30.793,sla violated,2023-06-11 07:47:10.522,3.0,5.0,other,tier 1,italy,43.036776,12.678565,0 days 00:43:31.475000,43.52458333333333,4 days 16:39:51.793000,6759.863216666667,4 days 20:22:31.522000,6982.525366666667,1,Tuesday,11,6,June,2023,Tuesday,12.0,Sunday,4.0,1,0
resolved,2282,low,phone,pricing and licensing,1st line support,bernard beckley,2023-06-06 21:13:59,2023-06-08 21:13:59,2023-06-06 21:15:59,2023-06-06 21:18:15.661,sla violated,2023-06-07 15:28:43.330,within sla,2023-06-07 15:28:43.330,3.0,,custom software development,tier 1,greece,39.368279,21.863141,0 days 00:04:16.661000,4.277683333333333,0 days 18:14:44.330000,1094.738833333333,0 days 18:14:44.330000,1094.738833333333,1,Tuesday,21,6,June,2023,Tuesday,21.0,Wednesday,15.0,0,1
in progress,2283,low,chat,feature request,1st line support,nicola wane,2023-06-06 17:27:40,2023-06-07 17:27:40,2023-06-06 17:29:40,2023-06-06 17:32:08.462,sla violated,,sla violated,,6.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106,0 days 00:04:28.462000,4.474366666666667,,,,,1,Tuesday,17,6,June,2023,Tuesday,17.0,,,0,0
resolved,2284,medium,phone,pricing and licensing,1st line support,sheela cutten,2023-06-06 21:50:46,2023-06-08 21:50:46,2023-06-06 21:52:46,2023-06-06 21:52:39.412,within sla,2023-06-07 19:08:34.210,within sla,2023-06-07 19:08:34.210,4.0,,other,tier 1,italy,43.036776,12.678565,0 days 00:01:53.412000,1.8902,0 days 21:17:48.210000,1277.8035000000002,0 days 21:17:48.210000,1277.8035000000002,1,Tuesday,21,6,June,2023,Tuesday,21.0,Wednesday,19.0,1,1
closed,2285,medium,phone,product setup,1st line support,kristos westoll,2023-06-06 06:29:54,2023-06-08 06:29:54,2023-06-06 06:31:54,2023-06-06 06:30:07.989,within sla,2023-06-07 19:55:28.240,within sla,2023-06-08 07:34:21.875,1.0,2.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:13.989000,0.23315,1 days 13:25:34.240000,2245.5706666666665,2 days 01:04:27.875000,2944.4645833333334,1,Tuesday,6,6,June,2023,Tuesday,6.0,Wednesday,19.0,1,1
closed,2287,medium,email,feature request,1st line support,bernard beckley,2023-06-06 13:23:19,2023-06-08 13:23:19,2023-06-06 14:23:19,2023-06-06 13:35:01.801,within sla,2023-06-07 12:50:55.908,within sla,2023-06-13 10:43:18.557,3.0,5.0,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:11:42.801000,11.71335,0 days 23:27:36.908000,1407.6151333333332,6 days 21:19:59.557000,9919.992616666666,1,Tuesday,13,6,June,2023,Tuesday,13.0,Wednesday,12.0,1,1
resolved,2288,low,chat,product setup,2nd line support,michele whyatt,2023-06-06 11:06:41,2023-06-07 11:06:41,2023-06-06 11:08:41,2023-06-06 11:06:52.578,within sla,2023-06-07 05:14:52.075,within sla,2023-06-07 05:14:52.075,8.0,,other,tier 2,austria,47.6964719,13.3457347,0 days 00:00:11.578000,0.1929666666666666,0 days 18:08:11.075000,1088.1845833333332,0 days 18:08:11.075000,1088.1845833333332,1,Tuesday,11,6,June,2023,Tuesday,11.0,Wednesday,5.0,1,1
closed,2289,medium,chat,pricing and licensing,1st line support,bernard beckley,2023-06-07 19:00:40,2023-06-08 19:00:40,2023-06-07 19:02:40,2023-06-07 19:02:10.922,within sla,2023-06-08 15:23:14.297,within sla,2023-06-12 19:42:19.144,4.0,4.0,custom software development,tier 1,poland,52.536273,19.050639,0 days 00:01:30.922000,1.5153666666666663,0 days 20:22:34.297000,1222.5716166666668,5 days 00:41:39.144000,7241.6524,2,Wednesday,19,6,June,2023,Wednesday,19.0,Thursday,15.0,1,1
resolved,2290,low,email,pricing and licensing,1st line support,connor danielovitch,2023-06-07 18:11:08,2023-06-09 18:11:08,2023-06-07 19:11:08,2023-06-07 18:34:09.579,within sla,2023-06-07 19:13:20.210,within sla,2023-06-07 19:13:20.210,3.0,,custom software development,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:23:01.579000,23.026316666666663,0 days 01:02:12.210000,62.2035,0 days 01:02:12.210000,62.2035,2,Wednesday,18,6,June,2023,Wednesday,18.0,Wednesday,19.0,1,1
closed,2291,medium,email,pricing and licensing,1st line support,nicola wane,2023-06-07 20:16:46,2023-06-09 20:16:46,2023-06-07 21:16:46,2023-06-08 03:57:38.325,sla violated,2023-06-08 03:43:35.095,within sla,2023-06-10 16:33:19.930,1.0,4.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 07:40:52.325000,460.87208333333336,0 days 07:26:49.095000,446.81825,2 days 20:16:33.930000,4096.5655,2,Wednesday,20,6,June,2023,Thursday,3.0,Thursday,3.0,0,1
closed,2293,low,email,purchasing and invoicing,2nd line support,adolpho messingham,2023-06-07 14:19:45,2023-06-09 14:19:45,2023-06-07 15:19:45,2023-06-07 15:09:42.801,within sla,2023-06-07 19:33:40.299,within sla,2023-06-11 04:53:52.304,3.0,5.0,other,tier 2,france,48.864716,2.349014,0 days 00:49:57.801000,49.96335,0 days 05:13:55.299000,313.92165,3 days 14:34:07.304000,5194.121733333333,2,Wednesday,14,6,June,2023,Wednesday,15.0,Wednesday,19.0,1,1
in progress,2294,medium,chat,product setup,1st line support,connor danielovitch,2023-06-07 20:19:54,2023-06-08 20:19:54,2023-06-07 20:21:54,2023-06-07 20:21:30.339,within sla,,sla violated,,9.0,,training and consulting services,tier 1,united kingdom,55.378052,-3.435973,0 days 00:01:36.339000,1.60565,,,,,2,Wednesday,20,6,June,2023,Wednesday,20.0,,,1,0
in progress,2295,low,chat,product setup,1st line support,sheela cutten,2023-06-07 10:55:09,2023-06-08 10:55:09,2023-06-07 10:57:09,2023-06-07 10:56:35.208,within sla,,sla violated,,6.0,,other,tier 1,poland,52.536273,19.050639,0 days 00:01:26.208000,1.4368,,,,,2,Wednesday,10,6,June,2023,Wednesday,10.0,,,1,0
resolved,2296,low,email,pricing and licensing,1st line support,sheela cutten,2023-06-07 11:43:39,2023-06-09 11:43:39,2023-06-07 12:43:39,2023-06-07 12:37:01.018,within sla,2023-06-07 18:16:19.845,within sla,2023-06-07 18:16:19.845,7.0,,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:53:22.018000,53.36696666666667,0 days 06:32:40.845000,392.6807500000001,0 days 06:32:40.845000,392.6807500000001,2,Wednesday,11,6,June,2023,Wednesday,12.0,Wednesday,18.0,1,1
resolved,2297,high,chat,pricing and licensing,1st line support,nicola wane,2023-06-07 00:04:06,2023-06-08 00:04:06,2023-06-07 00:06:06,2023-06-07 00:04:11.338,within sla,2023-06-07 06:54:04.544,within sla,2023-06-07 06:54:04.544,6.0,,other,tier 1,czech republic,49.8037633,15.4749126,0 days 00:00:05.338000,0.0889666666666666,0 days 06:49:58.544000,409.9757333333334,0 days 06:49:58.544000,409.9757333333334,2,Wednesday,0,6,June,2023,Wednesday,0.0,Wednesday,6.0,1,1
in progress,2298,low,email,purchasing and invoicing,2nd line support,michele whyatt,2023-06-07 02:16:11,2023-06-09 02:16:11,2023-06-07 03:16:11,2023-06-07 03:03:18.105,within sla,,sla violated,,3.0,,custom software development,tier 2,poland,52.536273,19.050639,0 days 00:47:07.105000,47.11841666666667,,,,,2,Wednesday,2,6,June,2023,Wednesday,3.0,,,1,0
closed,2299,high,email,product setup,2nd line support,heather urry,2023-06-08 15:54:13,2023-06-10 15:54:13,2023-06-08 16:54:13,2023-06-08 16:20:50.505,within sla,2023-06-10 01:10:01.279,within sla,2023-06-14 13:40:06.106,1.0,4.0,custom software development,tier 2,germany,51.165691,10.451526,0 days 00:26:37.505000,26.625083333333336,1 days 09:15:48.279000,1995.80465,5 days 21:45:53.106000,8505.885100000001,3,Thursday,15,6,June,2023,Thursday,16.0,Saturday,1.0,1,1
closed,2300,low,email,feature request,2nd line support,adolpho messingham,2023-06-08 03:34:17,2023-06-10 03:34:17,2023-06-08 04:34:17,2023-06-08 03:44:08.813,within sla,2023-06-09 05:49:31.680,within sla,2023-06-10 03:47:08.898,1.0,2.0,custom software development,tier 2,bulgaria,42.7249925,25.4833039,0 days 00:09:51.813000,9.86355,1 days 02:15:14.680000,1575.2446666666665,2 days 00:12:51.898000,2892.8649666666665,3,Thursday,3,6,June,2023,Thursday,3.0,Friday,5.0,1,1
closed,2301,medium,email,feature request,1st line support,bernard beckley,2023-06-08 16:52:30,2023-06-10 16:52:30,2023-06-08 17:52:30,2023-06-08 17:48:38.638,within sla,2023-06-14 04:55:54.469,sla violated,2023-06-16 00:03:37.400,3.0,4.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:56:08.638000,56.14396666666666,5 days 12:03:24.469000,7923.407816666667,7 days 07:11:07.400000,10511.123333333331,3,Thursday,16,6,June,2023,Thursday,17.0,Wednesday,4.0,1,0
in progress,2302,low,chat,pricing and licensing,1st line support,connor danielovitch,2023-06-08 00:17:24,2023-06-09 00:17:24,2023-06-08 00:19:24,2023-06-08 00:18:02.610,within sla,,sla violated,,8.0,,custom software development,tier 1,france,48.864716,2.349014,0 days 00:00:38.610000,0.6435,,,,,3,Thursday,0,6,June,2023,Thursday,0.0,,,1,0
in progress,2304,low,email,pricing and licensing,1st line support,nicola wane,2023-06-09 20:18:40,2023-06-11 20:18:40,2023-06-09 21:18:40,2023-06-09 21:00:30.099,within sla,,sla violated,,1.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:41:50.099000,41.83498333333333,,,,,4,Friday,20,6,June,2023,Friday,21.0,,,1,0
closed,2305,low,email,pricing and licensing,1st line support,sheela cutten,2023-06-09 15:57:03,2023-06-11 15:57:03,2023-06-09 16:57:03,2023-06-09 16:12:30.599,within sla,2023-06-11 11:37:38.155,within sla,2023-06-11 07:11:25.160,10.0,5.0,training and consulting services,tier 1,poland,52.536273,19.050639,0 days 00:15:27.599000,15.459983333333334,1 days 19:40:35.155000,2620.5859166666664,1 days 15:14:22.160000,2354.369333333333,4,Friday,15,6,June,2023,Friday,16.0,Sunday,11.0,1,1
closed,2306,low,chat,product setup,2nd line support,heather urry,2023-06-09 23:12:15,2023-06-10 23:12:15,2023-06-09 23:14:15,2023-06-09 23:13:57.418,within sla,2023-06-10 02:15:40.402,within sla,2023-06-14 09:57:35.631,7.0,3.0,custom software development,tier 2,italy,43.036776,12.678565,0 days 00:01:42.418000,1.7069666666666667,0 days 03:03:25.402000,183.42336666666668,4 days 10:45:20.631000,6405.34385,4,Friday,23,6,June,2023,Friday,23.0,Saturday,2.0,1,1
in progress,2307,high,email,bug report,2nd line support,adolpho messingham,2023-06-09 00:30:42,2023-06-11 00:30:42,2023-06-09 01:30:42,2023-06-09 00:36:53.195,within sla,,sla violated,,2.0,,ready to use software,tier 2,austria,47.6964719,13.3457347,0 days 00:06:11.195000,6.186583333333333,,,,,4,Friday,0,6,June,2023,Friday,0.0,,,1,0
closed,2309,low,chat,bug report,2nd line support,adolpho messingham,2023-06-09 15:51:47,2023-06-10 15:51:47,2023-06-09 15:53:47,2023-06-09 15:54:22.214,sla violated,2023-06-10 00:04:18.344,within sla,2023-06-09 22:14:10.782,3.0,3.0,custom software development,tier 2,greece,39.368279,21.863141,0 days 00:02:35.214000,2.5869,0 days 08:12:31.344000,492.5224,0 days 06:22:23.782000,382.39636666666667,4,Friday,15,6,June,2023,Friday,15.0,Saturday,0.0,0,1
closed,2310,low,chat,bug report,1st line support,connor danielovitch,2023-06-09 13:39:42,2023-06-10 13:39:42,2023-06-09 13:41:42,2023-06-09 13:41:25.081,within sla,2023-06-09 16:01:08.467,within sla,2023-06-13 20:23:01.365,60.0,3.0,training and consulting services,tier 1,germany,51.165691,10.451526,0 days 00:01:43.081000,1.7180166666666667,0 days 02:21:26.467000,141.4411166666667,4 days 06:43:19.365000,6163.32275,4,Friday,13,6,June,2023,Friday,13.0,Friday,16.0,1,1
closed,2311,high,email,pricing and licensing,1st line support,kristos westoll,2023-06-09 15:21:40,2023-06-11 15:21:40,2023-06-09 16:21:40,2023-06-09 15:37:05.488,within sla,2023-06-10 01:55:26.131,within sla,2023-06-11 23:11:12.998,1.0,5.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:15:25.488000,15.4248,0 days 10:33:46.131000,633.76885,2 days 07:49:32.998000,3349.5499666666665,4,Friday,15,6,June,2023,Friday,15.0,Saturday,1.0,1,1
in progress,2313,low,email,pricing and licensing,1st line support,kristos westoll,2023-06-10 03:28:37,2023-06-12 03:28:37,2023-06-10 04:28:37,2023-06-10 03:36:28.009,within sla,,sla violated,,10.0,,custom software development,tier 1,austria,47.6964719,13.3457347,0 days 00:07:51.009000,7.85015,,,,,5,Saturday,3,6,June,2023,Saturday,3.0,,,1,0
resolved,2321,medium,chat,product setup,2nd line support,heather urry,2023-06-10 05:14:08,2023-06-11 05:14:08,2023-06-10 05:16:08,2023-06-10 05:15:56.977,within sla,2023-06-10 16:07:44.737,within sla,2023-06-10 16:07:44.737,6.0,,ready to use software,tier 2,france,48.864716,2.349014,0 days 00:01:48.977000,1.8162833333333332,0 days 10:53:36.737000,653.6122833333334,0 days 10:53:36.737000,653.6122833333334,5,Saturday,5,6,June,2023,Saturday,5.0,Saturday,16.0,1,1
resolved,2322,low,chat,feature request,1st line support,connor danielovitch,2023-06-10 15:57:39,2023-06-11 15:57:39,2023-06-10 15:59:39,2023-06-10 15:59:34.109,within sla,2023-06-11 10:32:41.482,within sla,2023-06-11 10:32:41.482,5.0,,ready to use software,tier 1,france,48.864716,2.349014,0 days 00:01:55.109000,1.918483333333333,0 days 18:35:02.482000,1115.0413666666668,0 days 18:35:02.482000,1115.0413666666668,5,Saturday,15,6,June,2023,Saturday,15.0,Sunday,10.0,1,1
closed,2323,low,email,product setup,2nd line support,heather urry,2023-06-10 02:58:45,2023-06-12 02:58:45,2023-06-10 03:58:45,2023-06-10 10:20:28.641,sla violated,2023-06-11 15:01:23.488,within sla,2023-06-16 15:31:34.137,2.0,5.0,training and consulting services,tier 2,france,48.864716,2.349014,0 days 07:21:43.641000,441.72735,1 days 12:02:38.488000,2162.6414666666665,6 days 12:32:49.137000,9392.81895,5,Saturday,2,6,June,2023,Saturday,10.0,Sunday,15.0,0,1
